Signal Match,Name,Designation,Company,Role Hiring For,Source Platform,Job Post URL,LinkedIn Profile URL
"High","Liz Neilson","Business Manager Multiply","Multiply","Head of Growth (San Francisco)","Indeed","https://www.indeed.com/viewjob?jk=da16741fc0ccc0aa","https://www.linkedin.com/sales/lead/ACwAAARtUH4B7TkbPE2_09Dwl9KulNs92jLoHKM"
"High","Faustina Llerena","Project Manager Tharp Ventures","Tharp Ventures","Head of Growth - Wellness & DTC Brands","Indeed","https://www.indeed.com/viewjob?jk=2bfb80b339a02c44","https://www.linkedin.com/sales/lead/ACwAADRmWzoBMzB75USCuhsRKl4uEhKSFCR6uZw"
"High","Aric Danis","IT Asset Recovery Manager Exit Technologies, Inc.","Exit Technologies, Inc.","Revenue Operations & Growth Systems Lead","Indeed","https://www.indeed.com/viewjob?jk=a76a9b8d896c9f81","https://www.linkedin.com/sales/lead/ACwAAAerlusBWl45GRTLEAe8xrd77dkT9L-mftA"
"High","John Powers","Content Marketing Manager Exit Technologies, Inc. an INC 5000 Company","Exit Technologies, Inc.","Revenue Operations & Growth Systems Lead","Indeed","https://www.indeed.com/viewjob?jk=a76a9b8d896c9f81","https://www.linkedin.com/sales/lead/ACwAAB5gDPoBC89QxjfaYtzGNeonfgsrKT7xQVY"
"High","Darryl Douglas","Site Manager Packaging Unlimited","Hood Container","Account Executive - Corrugated Box Sales","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAcsr-ABoNkuZUiiutvJiitetHgaWgHnec4"
"High","Joe Bono","Purchasing and Logistics Manager Davlyn Group","Davlyn Group","Director of Sales Growth","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAACHIGcMBAkoABfotVR4vt7wXEG6PDPDJaDI"
"High","FAISAL SORATHIA","Sales Manager Lumino","Lumino","National Account Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAF88ZWkBRrawcHRBF6YcWEQU4r12oxbLxpA"
"High","Sarah Hulme","Office manager LANtech Communications Ltd","Lantech Communications","Business Development Manager","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAABQ5ce8BRjMRIpO6T9u3cV7TNVSyUHLx0Qs"
"High","Terry Meyer","Channel Manager Pacific Northwest Channel","Lantech Communications","Business Development Manager","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAABQxQBOSOV8dUW3Qb0O5hke3wtkmlVmig"
"High","Simon C.","Sales Manager Lantech Communications Limited","Lantech Communications","Business Development Manager","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAACjpV4BmjKcftGtKyyHBk3dzkhPMwZXv1A"
"High","Verónica A. Montoya","Operations Manager Spyglass Ops","Spyglass Operations","Head of Operations","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAABIXX0sBQX-vsejWDdVyOd5Epgy0y6-GYxQ"
"High","Jim Monzo","Design Manager Vanguard","Monzo","Senior Product Marketing Manager","Dice","https://www.dice.com/jobs?q=Senior%20Product%20Marketing%20Manager&employer=Monzo","https://www.linkedin.com/sales/lead/ACwAAADSqcABINRSACL_MJfNO9rzQJRw_XXudAE"
"High","Alex Blanco","Account Manager Manzo Food Sales, Inc.","Monzo","Senior Product Marketing Manager","Dice","https://www.dice.com/jobs?q=Senior%20Product%20Marketing%20Manager&employer=Monzo","https://www.linkedin.com/sales/lead/ACwAABiUydQB_6NzOBCukNrgjjTamCcR20zCFwQ"
"High","Marianne Gartner","Benefit Services Manager Kirkland & Ellis LLP","Kirkland & Ellis LLP","Manager, IT Financial Operations","Dice","https://www.dice.com/jobs?q=Manager%2C%20IT%20Financial%20Operations&employer=Kirkland%20%26%20Ellis%20LLP","https://www.linkedin.com/sales/lead/ACwAAAB1nXMBD0A9m67dp7UoVPLatSG_19amjuw"
"High","Sumit S.","OpenAI Forum Lead (Membership) OpenAI","OpenAI","AI Deployment Manager - Pilots - San Francisco","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4387086760","https://www.linkedin.com/sales/lead/ACwAAAEIaTcBOLSVppn7aAAIHwR3ckawZ8XTiYk"
"High","Syed Mohiuddin","Healthcare leader Anthropic","Anthropic","Enterprise Account Executive, Federal Partners Sales","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4388597024","https://www.linkedin.com/sales/lead/ACwAAAAvNQ8BiIk7wLpgfbfctVVr5hXmGmUf03c"
"High","André Balleyguier","Applied AI Leader, EMEA (Member of Technical Staff) Anthropic","Anthropic","Enterprise Account Executive, Federal Partners Sales","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4388597024","https://www.linkedin.com/sales/lead/ACwAAAd3wrIBKb3AeAGq2M15F-4kZaPZkGqC_OE"
"High","Ron Dawson","Content Marketing Lead Replit","Replit","GRC Lead (Governance, Risk, and Compliance)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4372149080","https://www.linkedin.com/sales/lead/ACwAAAAIZHUBJ6YUZ4luHTbwi7R2EZCEu506OG0"
"High","Jacob Fernow","GTM Leader Replit","Replit","GRC Lead (Governance, Risk, and Compliance)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4372149080","https://www.linkedin.com/sales/lead/ACwAAB31EPUBI_mlpcIJgdOvcBWLRZs0yhtQ4pI"
"High","Amadeo Pellicce","Tech Lead - Product Platform Replit","Replit","GRC Lead (Governance, Risk, and Compliance)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4372149080","https://www.linkedin.com/sales/lead/ACwAAAo3W4EBuaDKkHWQIDkt2_vOdTmCyDgyeqU"
"High","Roberto Perez","Marketing Lead Lumino","Lumino","National Account Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAA2fLUoByMnVxDZcKDZ6KwQtwyosrh5A3qw"
"High","Sergey Snezar","Member NPAworldwide","NPAworldwide","Territory Manager-Corsicana","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4383401912","https://www.linkedin.com/sales/lead/ACwAAAWh3JoBisQ-6M23cpL2EO4NO8bKACsVgqg"
"High","Delfina Miguez","Freelance Graphic Designer Tharp Ventures","Tharp Ventures","Head of Growth - Wellness & DTC Brands","Indeed","https://www.indeed.com/viewjob?jk=2bfb80b339a02c44","https://www.linkedin.com/sales/lead/ACwAACfcgfkBOWMNCLJ_ilxQ4fQFtU9R79EZV5s"
"High","Connor Rankin","Marketing, Content Strategy, & Copywriting Tharp Ventures","Tharp Ventures","Head of Growth - Wellness & DTC Brands","Indeed","https://www.indeed.com/viewjob?jk=2bfb80b339a02c44","https://www.linkedin.com/sales/lead/ACwAAAuEcF0BLw1jcXViiXOpUfFH_ZXgXgLevro"
"High","Clara Sansot","Diseñador gráfico de marketing Tharp Ventures","Tharp Ventures","Head of Growth - Wellness & DTC Brands","Indeed","https://www.indeed.com/viewjob?jk=2bfb80b339a02c44","https://www.linkedin.com/sales/lead/ACwAAEexWn4B3ESxjMvxFelz50t1Qcnq_dL5yM4"
"High","Patricia Flores","Consultor de ventas BLAXEL","Blaxel","Head of Growth","Indeed","https://www.indeed.com/viewjob?jk=6366b10d60b478ff","https://www.linkedin.com/sales/lead/ACwAABA1HKQBcxg38boiTJr-8NiF99OcCi8ZryU"
"High","Juan Carlos Martínez","Encargado de personal  BLAXEL","Blaxel","Head of Growth","Indeed","https://www.indeed.com/viewjob?jk=6366b10d60b478ff","https://www.linkedin.com/sales/lead/ACwAAEkYXkIBFKLlwboho5xBBB2_vnXsjkaIxl8"
"High","Atthar A.","Full-stack Developer Music-Hook","Hook Music","Head of Growth","Indeed","https://www.indeed.com/viewjob?jk=9ac438daf31ebb36","https://www.linkedin.com/sales/lead/ACwAAB38GDoBGmoFPb9e5L5uCbn3HCeKl9pxj4Q"
"High","Kerry Koutsaris","Music Licensing (Advertising, Film, TV) Hook Music Inc","Hook Music","Head of Growth","Indeed","https://www.indeed.com/viewjob?jk=9ac438daf31ebb36","https://www.linkedin.com/sales/lead/ACwAAAU35GMB2GwD0VCZh9NDHUUv89z_OElb1ic"
"High","Cat C","Partner HooK Music","Hook Music","Head of Growth","Indeed","https://www.indeed.com/viewjob?jk=9ac438daf31ebb36","https://www.linkedin.com/sales/lead/ACwAAAIYJ88BgR7rh1UIEN3Z02PZS3oYLsRUosc"
"High","Shaad Khan","Investor Serif.ai","Serif.ai","Head of Growth","Indeed","https://www.indeed.com/viewjob?jk=d63527f415c35ac8","https://www.linkedin.com/sales/lead/ACwAABbIZNEBx2vwapm7cc378xBOLbJvTnP_3xE"
"High","Edison Ye","Software Engineering Serif.ai","Serif.ai","Head of Growth","Indeed","https://www.indeed.com/viewjob?jk=d63527f415c35ac8","https://www.linkedin.com/sales/lead/ACwAADaxgVYBWkd0Veznfl1zkJT6ceIIGSBEdJ4"
"High","Andy Hechavarria","Partner Sandia Commercial Real Estate, LLC","Sandia Construction, Inc.","Business Development Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAArFbdEBmZJ6P6yKHS-SLOhV_FYL-RqK-J4"
"High","Ben Camillo","Partner Sandia Commercial Real Estate, LLC","Sandia Construction, Inc.","Business Development Manager","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAASaud4BoMhh3UywQ9jxAL6Xj10KJ2WlDkM"
"High","Michael Liddicoat","Operations Bad Ass Spyglass Ops","Spyglass Operations","Head of Operations","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAlTX6wB0O-l87RH4SLV22Pzadk2L84gsKM"
"High","Stefano Monzo","Business Partner Mekitisi","Monzo","Senior Product Marketing Manager","Dice","https://www.dice.com/jobs?q=Senior%20Product%20Marketing%20Manager&employer=Monzo","https://www.linkedin.com/sales/lead/ACwAAAVI5ysBg3qoatTuwNqCxIJeCLT_t2d9Oy0"
"Medium","Logan Head","Co-Founder - CTO Whatnot","Whatnot","Localization Operations Specialist","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4364475290","https://www.linkedin.com/sales/lead/ACwAAAMfbLgBWcDc2qFIEjqK5mvdFrXsHnAJXWU"
"Medium","Grant LaFontaine","CEO & Co-Founder Whatnot","Whatnot","Localization Operations Specialist","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4364475290","https://www.linkedin.com/sales/lead/ACwAAAMorBgBNrhm1Vqb4NhrpcaXgW7TWgX6lOI"
"Medium","Dec Penfold","Founder Dec’s Kitchen Consultancy","MrBeast","VP of Brand Partnerships","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4385398645","https://www.linkedin.com/sales/lead/ACwAABktXv4BP9anGx2zBp7gdolIx6YI1ye5Bow"
"Medium","Marvin Abdel-Massih","Founder at Uplane","Uplane","AI Marketing Strategist","YC Startups","https://www.workatastartup.com/companies/uplane","https://www.linkedin.com/in/marvinabdel-massih/"
"Medium","Julius Körfgen","Founder at Uplane","Uplane","AI Marketing Strategist","YC Startups","https://www.workatastartup.com/companies/uplane","https://www.linkedin.com/in/julius-koerfgen/"
"Medium","Lukas Vollmer","Founder at Uplane","Uplane","AI Marketing Strategist","YC Startups","https://www.workatastartup.com/companies/uplane","https://www.linkedin.com/in/lukasvollmer/"
"Medium","Mandip Rai","Chief Executive Officer OooWee","Whatnot","Localization Operations Specialist","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4364475290","https://www.linkedin.com/sales/lead/ACwAABZNTFgBraMa0WVQVVELsCchzjzqRd8lDnA"
"Medium","Jeffrey Housenbold","Chief Executive Officer & President MrBeast","MrBeast","VP of Brand Partnerships","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4385398645","https://www.linkedin.com/sales/lead/ACwAAAAFqskBZeYUdCzLlnkSr0VQEgWsTLaFCqQ"
"Medium","Linda M. Fox","SVP, Communications Executive - CEO & Enterprise Programs Bank of America","Bank of America","Senior Marketing Director - Global Sports Partnerships","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389290473","https://www.linkedin.com/sales/lead/ACwAAAY_auMBoxigE9G-V1-cQxZorOsAGK1jdC4"
"Medium","Megan Tjernagel","Chief Executive Officer Premier Credit Union","Premier Credit Union","Marketing Director","Indeed","https://www.indeed.com/viewjob?jk=82af08a0943e7740","https://www.linkedin.com/sales/lead/ACwAAA1SduIB4q_tw-y66DHia6tuysf1xYhVu7o"
"Medium","Bruce J. Mosley","Strategic partnerships and revenue growth executive with a proven track record of building and scaling multi-million-dollar commercial ecosystems across sports, entertainment, and philanthropic platforms—including teams, leagues, venues, and media properties—in complex, relationship-driven industries.

I specialize in driving revenue through high-value partnerships, transforming marketing programs, and building scalable, data-driven business platforms. My experience spans enterprise partnership strategy, sales organization leadership, and CRM-driven pipeline development that delivers sustained, measurable growth.

Across my career, I’ve secured and managed partnerships with leading global brands including Coca-Cola, Kraft Heinz, Wyndham, Kohler, and Fifth Third Bank—generating tens of millions in revenue while creating long-term strategic value.

I bring a unique blend of operator and strategist experience, having led organizations through growth phases, ownership transitions, and post-investment scaling, while consistently aligning partnerships to business objectives and ROI. RFK Racing","RFK Racing","Director Digital Media","Indeed","https://www.indeed.com/viewjob?jk=2e070e478cf70447","https://www.linkedin.com/sales/lead/ACwAAABIzGQB_dTBIh04cWLtJRn06POHodfznNA"
"Medium","Kristen Moore","Chief Marketing Officer Premier Credit Union","Premier Credit Union","Marketing Director","Indeed","https://www.indeed.com/viewjob?jk=82af08a0943e7740","https://www.linkedin.com/sales/lead/ACwAAB0z_coBn6Oet8TUKjgmnGWzJ2bb5XeXsZ4"
"Medium","Kelda Murphy","Chief People Officer Whatnot","Whatnot","Localization Operations Specialist","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4364475290","https://www.linkedin.com/sales/lead/ACwAAAQRqhIBBOmUgDZdbYKgjbkxlfro3z8XNDc"
"Medium","Floyd Fernandes","Chief Information Security Officer Whatnot","Whatnot","Localization Operations Specialist","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4364475290","https://www.linkedin.com/sales/lead/ACwAAABLa3wB5SlAIc_tovmiZUVhe3VrpiCClHA"
"Medium","Damien Atkins","Chief Legal Officer MrBeast","MrBeast","VP of Brand Partnerships","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4385398645","https://www.linkedin.com/sales/lead/ACwAAAB32HwBwnwZ7Rz3IFII8DWhYt_H1VKZPkQ"
"Medium","Huzaifah Tahir","Channel Coordinator MrBeast","MrBeast","VP of Brand Partnerships","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4385398645","https://www.linkedin.com/sales/lead/ACwAACIM0KoBnGnM_9FKMU9vLcsB63HSwASx1E0"
"Medium","Tia Silas","Chief People Officer MrBeast","MrBeast","VP of Brand Partnerships","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4385398645","https://www.linkedin.com/sales/lead/ACwAAACMURUB7PwckFGnW25DsgaFxs-rTO4t4Pk"
"Medium","Kelvin Wong","Director, Equity Derivatives Trader Bank of America","Bank of America","Senior Marketing Director - Global Sports Partnerships","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389290473","https://www.linkedin.com/sales/lead/ACwAABYOTdoBYRDSRdHXLqxsLYY0lSHkpLu9rGU"
"Medium","Graeme Muirhead","Managing Director Bank of America","Bank of America","Senior Marketing Director - Global Sports Partnerships","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389290473","https://www.linkedin.com/sales/lead/ACwAAAC-sEAB9IzYEAElr5OyhyU7LoMV0qJcEiI"
"Medium","Jon Goldberg","Nationally recognized Global Security & Investigations Executive adept at erecting and navigating strategic initiatives, resolving security and business continuity issues, and cultivating global relationships. Recognized for driving cultural and operational change through innovation, technology, strategy, communication, training, and policy development. Known for addressing transnational crimes, counterterrorism, and protecting facilities and assets. Passionate about managing complex initiatives and networking with organizations with competing interests while building brands through collaborative partnerships and high-performing teams within the public and private sectors.
Collaborated with Executive Leadership, Lines of Business (LOB), and other staff on the implications of investigative trends and concerns concerning potential Fraud Regulatory Compliance and Reputational Risk, including Elderly Financial Exploitation, Business Email Compromise, ACH/wire, check, and Realtime Payment Fraud trends.

Communicated knowledge of Laundering (AML) Sanctions, Anti-Corruption Programs, BSA and U.S. Patriot Act Provisions & Regulations, Global Financial Crimes Compliance (GFCC), OFAC Regulations, Information Security/Data Breach, and Terrorism Finance matters.

Strategic Planning | Security Operations | Investigations | Asset & Facility Protection | Business Resiliency | Counterterrorism | Financial Crimes Compliance Oversight | Government Relationships | Strategy and Policy |Loss Prevention, Detection, and Mitigation | Risk Mitigation | Threat Intelligence Bank of America","Bank of America","Senior Marketing Director - Global Sports Partnerships","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389290473","https://www.linkedin.com/sales/lead/ACwAAAX4kt8B1vEmisZIXib4tms2gTTpMtDE5vM"
"Medium","Jason Grupe","Chief Financial Officer Charter Homes & Neighborhoods","Charter Homes & Neighborhoods","Director of Performance Marketing","Indeed","https://www.indeed.com/viewjob?jk=205da2582e888565","https://www.linkedin.com/sales/lead/ACwAAALGyRYB4Eq8Ij5eE6hwjLVV8X7SGiTODts"
"Medium","Maya Eisenberg","Interior Design Coordinator Charter Homes & Neighborhoods","Charter Homes & Neighborhoods","Director of Performance Marketing","Indeed","https://www.indeed.com/viewjob?jk=205da2582e888565","https://www.linkedin.com/sales/lead/ACwAACxfkuUB0-9fA9OjqlpWBaI1Z64ngTCr7WA"
"Medium","Phil Roberts","CFO RFK Racing","RFK Racing","Director Digital Media","Indeed","https://www.indeed.com/viewjob?jk=2e070e478cf70447","https://www.linkedin.com/sales/lead/ACwAAAGThkgBFJRGsZqwcX8bEXJvfHzptqhPni4"
"Medium","Chris Heidemann","Chief Information Officer Premier Credit Union","Premier Credit Union","Marketing Director","Indeed","https://www.indeed.com/viewjob?jk=82af08a0943e7740","https://www.linkedin.com/sales/lead/ACwAAAG0dKUBNjl_2QmGVYYn8cgCsSGNO6CZug4"
"Medium","Robert Freeman","Chief Operating Officer Premier Credit Union","Premier Credit Union","Marketing Director","Indeed","https://www.indeed.com/viewjob?jk=82af08a0943e7740","https://www.linkedin.com/sales/lead/ACwAADVih-EBVt9yMdQZgipGhdYWs3EgizE78S4"
"Medium","Jesse Bawek, CISA, CBRM, CDPSE","Member Board Of Directors Premier Credit Union","Premier Credit Union","Marketing Director","Indeed","https://www.indeed.com/viewjob?jk=82af08a0943e7740","https://www.linkedin.com/sales/lead/ACwAADT7UFAB8Kn1LB66Tj1tkpb4_OsTRF0xYXc"
"Medium","Alicia Pozsony","Vice President; Sr Business Control Specialist Bank of America","Bank of America","Senior Marketing Director - Global Sports Partnerships","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389290473","https://www.linkedin.com/sales/lead/ACwAAAFCaZgB6RzLMG5bJKrxy0vwLHH3NwCxyd0"
"Medium","Robert Bowman","President Charter Homes & Neighborhoods","Charter Homes & Neighborhoods","Director of Performance Marketing","Indeed","https://www.indeed.com/viewjob?jk=205da2582e888565","https://www.linkedin.com/sales/lead/ACwAAAJM-oQB9sBvxl9IsSHviC0tFcWL6jlbsx0"
"Medium","Chip Bowers","President RFK Racing","RFK Racing","Director Digital Media","Indeed","https://www.indeed.com/viewjob?jk=2e070e478cf70447","https://www.linkedin.com/sales/lead/ACwAAAvBP6YBj6zZA6exCsXJIyCVfj5fc4Ru40Y"
"Medium","Brad Keselowski","Part Owner RFK Racing","RFK Racing","Director Digital Media","Indeed","https://www.indeed.com/viewjob?jk=2e070e478cf70447","https://www.linkedin.com/sales/lead/ACwAACpNmF0BykQHYPCPVmKeZhMIxeOYV_A47KU"
"Medium","Dawn Turner","SVP Brand Strategy, Marketing & Communications RFK Racing","RFK Racing","Director Digital Media","Indeed","https://www.indeed.com/viewjob?jk=2e070e478cf70447","https://www.linkedin.com/sales/lead/ACwAAACpMRMBB625mOQFaK6NoCRN0pBOpICaubA"
"Medium","Diana Mastroddi Killian","General Manager Charter Homes & Neighborhoods","Charter Homes & Neighborhoods","Director of Performance Marketing","Indeed","https://www.indeed.com/viewjob?jk=205da2582e888565","https://www.linkedin.com/sales/lead/ACwAABEFG14BqvA6ccybsfExqFAoUMzzDO0FN6k"
"Medium","Jesse Caudill","Senior Technical Recruiter Ledgent Technology","Ledgent Technology","Project Planner/Facilities Operations","Dice","https://www.dice.com/jobs?q=Project%20Planner%2FFacilities%20Operations&employer=Ledgent%20Technology","https://www.linkedin.com/sales/lead/ACwAAAbOcfsBZFpUmAoqNp9CxUZ8hvV7_Z37Mm8"
"Medium","John Richards","Sr. Business Solutions Manager Ledgent Technology","Ledgent Technology","Project Planner/Facilities Operations","Dice","https://www.dice.com/jobs?q=Project%20Planner%2FFacilities%20Operations&employer=Ledgent%20Technology","https://www.linkedin.com/sales/lead/ACwAAAA7PkgBoo5f_e-qmZ_ST01vaZALBFRU_j8"
"Medium","Amanda Brennan","Senior IT Program Manager, IT PMO Ledgent Technology","Ledgent Technology","Project Planner/Facilities Operations","Dice","https://www.dice.com/jobs?q=Project%20Planner%2FFacilities%20Operations&employer=Ledgent%20Technology","https://www.linkedin.com/sales/lead/ACwAAADMaqUB1tzJU85wYIm4T5eSW42onjQhuAQ"
"Medium","Jasmine Robinson","Senior Business Solutions Manager Ledgent Technology","Ledgent Technology","Project Planner/Facilities Operations","Dice","https://www.dice.com/jobs?q=Project%20Planner%2FFacilities%20Operations&employer=Ledgent%20Technology","https://www.linkedin.com/sales/lead/ACwAAATG94EBeJ-gqf8-5Y6a2gNq6GmJkuBkabI"
"Medium","Adam Thorpe","Senior Technical Recruiter Ledgent Technology","Ledgent Technology","Project Planner/Facilities Operations","Dice","https://www.dice.com/jobs?q=Project%20Planner%2FFacilities%20Operations&employer=Ledgent%20Technology","https://www.linkedin.com/sales/lead/ACwAAAXoyo8BqJH9arFzbxHLtnY1bqFIzPoInrA"
"Medium","Greg Stoner","Information Technology Manager Charter Homes & Neighborhoods","Charter Homes & Neighborhoods","Director of Performance Marketing","Indeed","https://www.indeed.com/viewjob?jk=205da2582e888565","https://www.linkedin.com/sales/lead/ACwAAALEVPABM9bgCEQVl8RcinliwuZ2CkCBkvs"
"Low","Gilles Varette, MBS Hons. , EMCC EIA","Strategic and Transformational Coach – Leaders & Founders GetUnstuck","Alignerr","English Writing Generalist","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389955866","https://www.linkedin.com/sales/lead/ACwAAAAhZnQBlxdOtDV5rXY0M0Z_MAoKqRVpNms"
"Low","Kanti Kalyan Arumilli","Founder & CEO ALight Technologies USA Inc","Alignerr","English Writing Generalist","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389955866","https://www.linkedin.com/sales/lead/ACwAAAbHznoBC7MjRpb7JB4nCnJGDzDD_zAESo0"
"Low","Mina Elkess Markos","Founder Aurame.pro","Alignerr","English Writing Generalist","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389955866","https://www.linkedin.com/sales/lead/ACwAADMUWMEBFVabSR6plvkaUbcMlhI_-lgE-DY"
"Low","Lily Beltran (Gustafson)","Chief Operating Officer & Co-Founder Luna Physical Therapy","Luna Physical Therapy","Patient Onboarding Associate- Call Center (part time hours)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4386030321","https://www.linkedin.com/sales/lead/ACwAAA_G5mUB-e-wovhKX7mIjmNmu3kpzJpgEKI"
"Low","Aman Narang","CEO and Co-Founder Toast","Toast","Associate Director, Product Design - Go To Market Experiences","Dice","https://www.dice.com/jobs?q=Associate%20Director%2C%20Product%20Design%20-%20Go%20To%20Market%20Experiences&employer=Toast","https://www.linkedin.com/sales/lead/ACwAAAAXoNEBBlmccIh3h-Ut7dwJIAFmv5VylMA"
"Low","Rushil Agarwal","Founder at Human Archive","Human Archive","Videographer","YC Startups","https://www.workatastartup.com/companies/human-archive","https://www.linkedin.com/in/rushilagarwal261205/"
"Low","Samay Maini","Founder at Human Archive","Human Archive","Videographer","YC Startups","https://www.workatastartup.com/companies/human-archive","https://www.linkedin.com/in/samaymaini/"
"Low","Raj Patel","Founder at Human Archive","Human Archive","Videographer","YC Startups","https://www.workatastartup.com/companies/human-archive","https://www.linkedin.com/in/raj-patel2004/"
"Low","Shloke Patel","Founder at Human Archive","Human Archive","Videographer","YC Startups","https://www.workatastartup.com/companies/human-archive","https://www.linkedin.com/in/shloke-patel/"
"Low","Chris Bryson","Chief Executive Officer Ares Management Partners","Ares Management","Go to Market Strategist","Indeed","https://www.indeed.com/viewjob?jk=730b96e91a36a31a","https://www.linkedin.com/sales/lead/ACwAABdt89wBmP9jUTo_3FttLCY6f9NrsfW3nb4"
"Low","Stephen Siegel","President / CEO The Siegel Group","The Siegel Group","Recruiter","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAABPOquEBwhgdEFOo6WhjcXAM_oqLEj5ph7o"
"Low","Stephanie Saelee","Executive Assistant to CEO The Siegel Group","The Siegel Group","Recruiter","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAABXUWcEBiC7N2P7mwNq8MJ7QaEi3-PSpWdQ"
"Low","Jennie Platt","Chief Marketing Officer, TD Bank U.S. TD","TD","Sr Business Information Mgmt Analyst (US)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389434568","https://www.linkedin.com/sales/lead/ACwAAACsZucBg4SBXVKP_sY1TinyRb0YGP6cmzk"
"Low","Matt O'Leary","Managing Director, Chief Information Officer, UK TD","TD","Sr Business Information Mgmt Analyst (US)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389434568","https://www.linkedin.com/sales/lead/ACwAAAAKYykBhVj4f82Z5ih9HLX7bUHzYoCiRkI"
"Low","Taylan Turan","Chief Operating Officer TD","TD","Sr Business Information Mgmt Analyst (US)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389434568","https://www.linkedin.com/sales/lead/ACwAAADXK20Bx4cV5Rx3o-XnZR2CAmfVb_Ea7rY"
"Low","Craig Goldstein","Managing Director TD","TD","Sr Business Information Mgmt Analyst (US)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389434568","https://www.linkedin.com/sales/lead/ACwAAAABOcEBNkGFJLXawgxsgkD3xqNmDdeJKMk"
"Low","Cindy Voltz","Sr. Manager, Information Security, US CISO Regulatory Coordination Lead TD","TD","Sr Business Information Mgmt Analyst (US)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389434568","https://www.linkedin.com/sales/lead/ACwAAAAcJ6ABRyb4FEA0QPWBrmvxtMy9VMHXl60"
